524,36.051
525,38.312
526,41.145
527,35.008
528,34.898
529,38.708
530,36.743
531,34.097
532,32.902
533,32.455
534,34.774
535,34.321
536,35.335
537,37.103
538,33.929
539,35.41
540,34.373
541,32.348
542,33.478
543,30.227
544,29.061
545,26.639
546,26.607
547,27.885
548,26.977
549,29.004
550,28.842
551,29.464
552,29.554
553,31.683
554,33.749
555,30.349
556,29.335
557,26.879
558,28.366
559,27.123
560,28.742
561,30.473
562,28.853
563,30.487
564,31.066
565,39.823
566,37.056
567,35.3
568,34.434
569,38.813
570,37.784
571,42.272
572,42.104
573,45.796
574,47.221
575,41.705
576,35.495
577,37.817
578,41.527
579,38.06
580,39.378
581,35.029
582,35.617
583,33.571
584,34.449
585,31.075
586,32.755
587,34.508
588,35.848
589,34.701
590,36.817
591,35.521
592,36.483
593,43.168
594,44.004
595,43.191
596,44.053
597,44.293
598,47.482
599,43.917
600,43.319
601,43.089
602,41.859
603,39.335
604,36.987
605,38.441
606,36.207
607,38.231
608,43.953
609,49.455
610,46.068
611,53.002
612,53.982
613,48.467
614,48.896
615,50.833
616,54.718
617,55.48
618,55.655
619,52.755
620,52.472
621,53.256
622,53.032
623,53.033
624,48.006
625,47.757
626,48.564
627,48.057
628,44.832
629,46.057
630,45.777
631,48.129
632,46.632
633,47.873
634,47.608
635,48.514
636,47.288
637,46.422
638,47.006
639,45.137
640,45.546
641,47.651
642,47.492
643,44.952
644,43.722
645,41.31
646,42.091
647,43.496
648,40.104
649,38.133
650,39.313
651,39.968
652,38.598
653,36.118
654,34.703
655,35.812
656,34.85
657,33.189
658,35.522
659,32.568
660,33.833
661,34.435
662,34.555
663,36.018
664,33.642
665,32.35
666,30.572
667,32.795
668,33.41
669,34.551
670,31.58
671,30.641
672,30.942
673,30.817
674,31.991
675,29.923
676,29.656
677,27.708
678,27.893
679,28.429
680,27.264
681,27.227
682,28.968
683,27.783
684,28.175
685,28.262
686,29.581
687,30.235
688,28.991
689,29.304
690,28.341
691,28.607
692,28.186
693,27.812
694,27.117
695,25.729
696,25.436
697,24.857
698,24.966
699,24.822
700,23.704
701,24.168
702,24.044
703,23.293
704,23.066
705,24.085
706,24.483
707,25.599
708,24.865
709,25.809
710,26.885
711,27.468
712,26.572
713,25.992
714,26.392
715,24.93
716,24.775
717,24.903
718,26.049
719,27.026
