1,25.707
2,25.795
3,26.492
4,27.802
5,28.298
6,28.687
7,27.845
8,28.810
9,28.133
10,28.030
11,28.312
12,29.404
13,29.616
14,30.737
15,31.547
16,31.806
17,32.145
18,32.061
19,33.238
20,34.622
21,36.143
22,35.827
23,37.945
24,34.105
25,32.338
26,33.312
27,36.632
28,34.649
29,35.463
30,34.775
31,33.797
32,34.842
33,35.621
34,35.130
35,35.910
36,36.109
37,35.516
38,36.899
39,37.575
40,39.657
41,41.122
42,40.756
43,42.153
44,41.243
45,42.253
46,42.899
47,43.118
48,42.786
49,44.655
50,45.986
51,45.871
52,44.628
53,47.988
54,46.949
55,45.385
56,40.395
57,41.944
58,41.680
59,44.870
60,45.285
61,45.788
62,48.011
63,49.679
64,50.338
65,50.232
66,51.916
67,51.505
68,52.874
69,53.908
70,55.288
71,56.581
72,57.916
73,61.279
74,65.764
75,70.707
76,63.251
77,65.103
78,75.317
79,73.782
80,71.692
81,69.684
82,70.853
83,77.178
84,79.331
85,87.217
86,97.774
87,93.625
88,96.652
89,116.020
90,108.191
91,96.584
92,87.606
93,85.216
94,85.698
95,93.616
96,102.172
97,94.109
98,94.317
99,90.346
100,93.928
101,88.891
102,87.698
103,88.877
104,88.825
105,87.162
106,77.354
107,64.864
108,65.619
109,67.606
110,76.542
111,73.376
112,74.027
113,79.074
114,72.587
115,70.123
116,74.790
117,75.675
118,79.947
119,94.189
120,95.004
121,95.167
122,87.125
123,84.017
124,90.927
125,93.984
126,93.194
127,88.122
128,93.445
129,92.513
130,95.675
131,94.830
132,89.478
133,89.928
134,95.883
135,101.502
136,100.445
137,105.776
138,116.084
139,128.301
140,132.284
141,142.765
142,136.913
143,146.926
144,180.267
145,172.503
146,132.363
147,110.710
148,107.204
149,106.921
150,96.725
151,87.357
152,70.343
153,80.434
154,88.741
155,91.522
156,96.502
157,88.174
158,84.607
159,78.736
160,75.153
161,85.460
162,86.970
163,75.661
164,76.863
165,74.297
166,74.203
167,77.994
168,92.023
169,92.958
170,91.303
171,91.900
172,91.759
173,84.672
174,76.167
175,77.351
176,80.223
177,82.652
178,79.595
179,77.300
180,74.417
181,74.353
182,77.426
183,80.771
184,70.919
185,69.795
186,74.914
187,73.762
188,72.564
189,79.789
190,88.891
191,134.316
192,93.147
193,98.595
194,121.674
195,165.543
196,160.823
197,192.550
198,227.201
199,214.554
200,155.880
201,126.399
202,131.229
203,114.522
204,115.439
205,102.623
206,105.088
207,105.044
208,96.302
209,98.747
210,117.001
211,111.608
212,101.269
213,103.809
214,109.349
215,119.831
216,125.906
217,112.150
218,109.523
219,108.564
220,106.791
221,104.564
222,103.882
223,100.137
224,102.219
225,105.324
226,95.620
227,93.768
228,94.231
229,100.061
230,94.875
231,92.837
232,103.208
233,107.427
234,99.843
235,99.450
236,97.051
237,99.426
238,103.821
239,106.508
240,101.708
241,93.787
242,98.801
243,94.012
244,106.701
245,96.881
246,92.860
247,94.175
248,94.538
249,91.024
250,87.902
251,83.288
252,84.507
253,88.078
254,85.971
255,91.62
256,91.294
257,94.004
258,85.551
259,83.945
260,83.101
261,82.558
262,79.608
263,79.407
264,84.88
265,82.464
266,83.402
267,97.04
268,120.332
269,124.364
270,117.738
271,120.627
272,125.56
273,127.171
274,133.347
275,128.505
276,129.459
277,129.176
278,140.176
279,144.514
280,147.784
281,162.94
282,165.073
283,170.999
284,183.183
285,175.212
286,164.52
287,172.609
288,180.505
289,175.033
290,159.567
291,157.258
292,154.457
293,155.038
294,155.6
295,159.864
296,176.616
297,199.918
298,205.225
299,182.147
300,174.912
301,185.014
302,188.528
303,185.457
304,186.476
305,184.319
306,182.22
307,184.347
308,198.595
309,205.633
310,205.02
311,218.709
312,225.187
313,224.785
314,239.039
315,243.107
316,272.087
317,266.358
318,287.871
319,314.472
320,338.371
321,287.297
322,255.717
323,224.295
324,231.131
325,206.345
326,238.543
327,234.268
328,214.011
329,220.67
330,209.193
331,192.632
332,199.395
333,219.993
334,221.217
335,198.658
336,195.336
337,205.619
338,205.445
339,204.72
340,204.791
341,195.395
342,206.969
343,226.475
344,206.884
345,194.826
346,177.32
347,169.883
348,183.546
349,184.646
350,169.193
351,172.943
352,175.643
353,175.099
354,169.568
355,160.848
356,156.877
357,146.205
358,140.993
359,157.278
360,151.061
361,145.039
362,142.835
363,140.986
364,142.397
365,144.53
366,130.544
367,124.284
368,133.914
369,133.288
370,125.397
371,122.306
372,127.98
373,122.337
374,122.218
375,108.27
376,121.92
377,132.228
378,123.216
379,122.098
380,124.432
381,124.266
382,129.415
383,137.066
384,131.371
385,131.19
386,129.195
387,136.615
388,146.384
389,140.395
390,137.231
391,135.78
392,139.537
393,149.898
394,139.727
395,140.537
396,138.267
397,138.835
398,132.701
399,135.211
400,116.627
401,110.151
402,107.633
403,100.149
404,94.091
405,86.982
406,83.482
407,85.24
408,87.288
409,78.21
410,79.403
411,74.187
412,66.141
413,73.187
414,70.735
415,75.321
416,71.035
417,66.234
418,67.655
419,65.058
420,56.021
421,60.541
422,62.022
423,61.165
424,67.27
425,66.663
426,59.017
427,57.127
428,55.166
429,55.455
430,55.117
431,57.352
432,59.527
433,57.04
434,57.889
435,58.109
436,55.403
437,53.687
438,52.734
439,53.947
440,51.707
441,52.386
442,54.716
443,52.011
444,49.047
445,49.874
446,48.542
447,50.384
448,50.652
449,50.783
450,47.419
451,46.665
452,47.084
453,46.815
454,44.98
455,42.149
456,43.37
457,42.339
458,43.599
459,52.857
460,49.584
461,44.185
462,42.905
463,44.341
464,42.857
465,39.325
466,42.4
467,39.974
468,43.186
469,41.094
470,42.528
471,42.752
472,42.803
473,43.575
474,47.843
475,51.367
476,46.568
477,44.575
478,43.125
479,43.692
480,42.88
481,42.093
482,41.149
483,41.127
484,42.722
485,40.298
486,40.565
487,40.164
488,39.981
489,40.003
490,38.627
491,39.575
492,38.93
493,39.335
494,37.89
495,37.121
496,36.048
497,37.018
498,37.309
499,36.449
500,35.435
501,35.393
502,33.231
503,32.722
504,32.251
505,32.408
506,30.229
507,30.586
508,30.223
509,29.728
510,28.36
511,25.952
512,25.029
513,24.984
514,25.238
515,26.852
516,23.103
517,23.689
518,28.478
519,24.86
520,26.331
521,26.945
522,32.049
523,31.036
